,width,depth,slope,discharge,bankfull,source,site_id
6543,15.5,0.42,0.0068,5.66,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6544,15.0,0.4,0.0068,5.07,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6545,15.0,0.36,0.0068,4.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6546,15.0,0.33,0.0068,3.94,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6547,15.5,0.43,0.0068,6.12,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6548,15.0,0.38,0.0068,4.87,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6549,14.0,0.66,0.0106999999999999,10.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6550,14.5,0.73,0.0106999999999999,11.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6551,15.0,0.74,0.0106999999999999,13.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6552,14.0,0.62,0.0106999999999999,9.32,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6553,13.5,0.64,0.0106999999999999,8.98,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6554,14.0,0.66,0.0106999999999999,9.46,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6555,14.0,0.67,0.0106999999999999,9.32,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6556,14.5,0.7,0.0106999999999999,11.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6557,15.0,0.72,0.0106999999999999,12.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6558,15.5,0.81,0.0106999999999999,18.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6559,15.0,0.74,0.0106999999999999,13.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6560,14.5,0.7,0.0106999999999999,12.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6561,14.5,0.7,0.0106999999999999,11.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6562,14.0,0.69,0.0106999999999999,11.2,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6563,14.0,0.74,0.0106999999999999,11.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6564,13.0,0.62,0.0106999999999999,7.67,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6565,13.0,0.63,0.0106999999999999,6.88,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6566,13.0,0.62,0.0106999999999999,5.95,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6567,13.0,0.59,0.0106999999999999,5.38,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6568,13.0,0.59,0.0106999999999999,6.23,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6569,25.5,0.61,0.0004,9.88,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6570,25.5,0.62,0.0004,9.63,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6571,25.0,0.63,0.0004,10.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6572,25.5,0.62,0.0004,10.4,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6573,25.0,0.62,0.0004,10.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6574,25.0,0.62,0.0004,10.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6575,25.5,0.75,0.0004,14.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6576,25.5,0.78,0.0004,14.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6577,25.5,0.72,0.0004,14.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6578,25.5,0.73,0.0004,14.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6579,25.5,0.62,0.0004,10.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6580,25.5,0.56,0.0004,9.43,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6581,25.5,0.55,0.0004,8.41,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6582,25.5,0.53,0.0004,7.96,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6583,25.5,0.54,0.0004,8.47,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6584,25.5,0.57,0.0004,8.44,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6585,26.0,0.73,0.0004,14.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6586,27.0,0.85,0.0035,29.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6587,27.0,0.83,0.0035,30.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6588,27.0,0.82,0.0035,30.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6589,26.5,0.85,0.0035,27.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6590,26.0,0.84,0.0035,26.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6591,25.5,0.86,0.0035,26.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6592,26.5,0.82,0.0035,24.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6593,25.5,0.79,0.0035,22.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6594,26.5,0.8,0.0035,24.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6595,26.5,0.87,0.0035,29.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6596,26.5,0.91,0.0035,30.4,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6597,25.5,0.83,0.0035,26.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6598,25.5,0.71,0.0035,19.4,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6599,26.0,0.6,0.0035,12.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6600,25.0,0.61,0.0035,12.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6601,26.5,0.8,0.0035,22.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6602,26.0,0.74,0.0035,19.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6603,25.5,0.63,0.0035,13.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6604,5.7,0.39,0.0009,1.56,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6605,5.5,0.37,0.0009,1.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6606,5.5,0.33,0.0009,1.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6607,5.5,0.33,0.0009,1.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6608,5.4,0.33,0.0009,0.99,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6609,5.5,0.37,0.0009,1.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6610,5.5,0.36,0.0009,1.22,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6611,5.5,0.33,0.0009,1.16,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6612,5.4,0.33,0.0009,1.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6613,5.4,0.33,0.0009,1.16,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6614,5.4,0.32,0.0009,1.02,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6615,5.3,0.3,0.0009,0.93,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6616,5.3,0.3,0.0009,0.88,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6617,5.3,0.29,0.0009,0.91,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6618,5.2,0.25,0.0009,0.68,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6619,5.2,0.23,0.0009,0.59,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6620,5.3,0.29,0.0009,0.79,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6621,5.3,0.31,0.0009,0.85,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6622,5.4,0.33,0.0009,0.96,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6623,5.2,0.23,0.0009,0.42,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6624,2.6,0.18,0.0179999999999999,0.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6625,2.8,0.2,0.0179999999999999,0.33,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6626,3.0,0.25,0.0179999999999999,0.49,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6627,7.2,0.16,0.0179999999999999,0.59,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6628,2.2,0.23,0.0179999999999999,0.29,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6629,2.5,0.17,0.0179999999999999,0.23,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6630,2.4,0.16,0.0179999999999999,0.21,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6631,2.4,0.14,0.0179999999999999,0.16,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6632,2.4,0.15,0.0179999999999999,0.17,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6633,2.1,0.12,0.0179999999999999,0.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6634,8.1,0.5,0.0039,4.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6635,7.8,0.5,0.0039,4.47,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6636,8.0,0.56,0.0039,5.64,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6637,8.2,0.54,0.0039,5.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6638,7.9,0.48,0.0039,4.05,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6639,7.7,0.46,0.0039,3.51,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6640,7.7,0.41,0.0039,2.69,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6641,7.6,0.38,0.0039,2.49,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6642,7.3,0.38,0.0039,2.04,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6643,7.3,0.39,0.0039,1.98,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6644,7.0,0.32,0.0039,1.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6645,7.1,0.3,0.0039,1.36,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6646,7.2,0.33,0.0039,1.27,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6647,6.9,0.29,0.0039,1.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6648,7.1,0.31,0.0039,1.33,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6649,7.1,0.3,0.0039,1.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6650,7.4,0.33,0.0039,2.29,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6651,7.7,0.31,0.0039,2.38,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6652,33.5,0.79,0.0025999999999999,25.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6653,33.0,0.78,0.0025999999999999,21.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6654,33.5,0.74,0.0025999999999999,21.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6655,34.0,0.88,0.0025999999999999,31.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6656,34.0,0.94,0.0025999999999999,36.4,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6657,34.5,1.0,0.0025999999999999,43.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6658,34.5,1.0,0.0025999999999999,43.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6659,34.5,1.0,0.0025999999999999,46.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6660,34.0,0.94,0.0025999999999999,37.2,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6661,32.5,0.68,0.0025999999999999,18.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6662,34.0,0.91,0.0025999999999999,31.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6663,33.5,0.93,0.0025999999999999,28.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6664,17.5,0.49,0.0058,9.88,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6665,17.5,0.59,0.0058,14.2,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6666,18.0,0.6,0.0058,15.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6667,21.0,0.62,0.0058,22.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6668,19.5,0.63,0.0058,20.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6669,18.5,0.63,0.0058,18.4,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6670,18.5,0.62,0.0058,17.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6671,17.5,0.53,0.0058,13.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6672,17.5,0.58,0.0058,13.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6673,17.5,0.45,0.0058,8.69,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6674,17.5,0.42,0.0058,7.96,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6675,17.5,0.37,0.0058,6.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6676,17.5,0.33,0.0058,5.72,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6677,17.0,0.26,0.0058,4.08,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6678,5.3,0.17,0.0096,0.74,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6679,6.4,0.21,0.0096,0.99,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6680,11.0,0.28,0.0096,2.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6681,10.5,0.3,0.0096,2.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6682,10.5,0.29,0.0096,2.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6683,11.5,0.39,0.0096,5.27,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6684,11.5,0.36,0.0096,4.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6685,11.5,0.41,0.0096,5.15,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6686,11.0,0.35,0.0096,3.71,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6687,8.8,0.2,0.0096,1.44,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6688,6.7,0.15,0.0096,0.74,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6689,8.8,0.37,0.016,1.44,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6690,9.0,0.48,0.016,4.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6691,9.0,0.47,0.016,3.96,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6692,9.0,0.48,0.016,4.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6693,9.0,0.54,0.016,6.34,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6694,9.0,0.48,0.016,4.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6695,9.0,0.55,0.016,6.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6696,9.0,0.56,0.016,7.05,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6697,9.0,0.56,0.016,7.05,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6698,9.0,0.53,0.016,5.86,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6699,9.0,0.48,0.016,4.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6700,9.0,0.47,0.016,3.85,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6701,8.9,0.41,0.016,2.32,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6702,8.9,0.41,0.016,2.12,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6703,8.8,0.36,0.016,1.22,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6704,8.7,0.34,0.016,1.16,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6705,4.6,0.23,0.019,0.54,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6706,4.7,0.24,0.019,0.57,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6707,4.7,0.23,0.019,0.57,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6708,4.9,0.31,0.019,1.22,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6709,5.0,0.3,0.019,1.19,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6710,4.9,0.34,0.019,1.33,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6711,5.0,0.33,0.019,1.27,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6712,5.1,0.42,0.019,2.41,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6713,5.1,0.42,0.019,2.52,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6714,5.0,0.35,0.019,1.76,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6715,5.0,0.33,0.019,1.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6716,4.9,0.32,0.019,1.33,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6717,4.9,0.25,0.019,0.68,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6718,4.7,0.25,0.019,0.59,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6719,4.6,0.23,0.019,0.54,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6720,4.6,0.21,0.019,0.48,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6721,3.0,0.16,0.039,0.29,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6722,4.2,0.3,0.039,1.51,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6723,4.9,0.27,0.039,1.25,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6724,5.0,0.28,0.039,1.46,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6725,4.5,0.26,0.039,1.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6726,4.4,0.22,0.039,0.73,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6727,4.5,0.26,0.039,0.93,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6728,4.6,0.24,0.039,1.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6729,4.6,0.26,0.039,1.04,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6730,4.6,0.25,0.039,1.13,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6731,4.6,0.23,0.039,0.73,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6732,4.4,0.22,0.039,0.62,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6733,4.4,0.21,0.039,0.69,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6734,4.4,0.24,0.039,0.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6735,4.0,0.18,0.039,0.38,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6736,3.7,0.16,0.039,0.18,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6737,283.0,0.88,0.0003211111111111,149.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6739,278.0,0.82,0.0003211111111111,118.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6740,292.0,1.0,0.0003211111111111,193.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6741,278.0,0.71,0.0003211111111111,114.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6742,219.0,0.85,0.0003211111111111,86.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6743,306.0,0.82,0.0003211111111111,183.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6744,302.0,1.3,0.0003211111111111,289.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6746,309.0,2.0,0.0003211111111111,456.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6747,299.0,1.2,0.0003211111111111,195.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6748,306.0,1.6,0.0003211111111111,368.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6749,310.0,2.6,0.0003211111111111,714.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6750,292.0,1.0,0.0003211111111111,145.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6762,117.0,1.2,0.0002307142857142,67.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6764,94.0,0.77,0.0002307142857142,32.3,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6765,84.0,1.9,0.0002307142857142,163.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6767,94.0,0.57,0.0002307142857142,28.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6768,77.0,0.75,0.0002307142857142,26.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6769,72.0,0.55,0.0002307142857142,20.1,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6770,96.0,0.58,0.0002307142857142,24.2,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6771,122.0,1.4,0.0002307142857142,80.7,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6772,122.0,1.5,0.0002307142857142,92.9,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6774,157.0,0.89,0.0001843684210526,31.4,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6775,159.0,0.92,0.0001843684210526,32.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6776,124.0,1.1,0.0001843684210526,30.6,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6777,132.0,1.0,0.0001843684210526,32.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6778,185.0,1.4,0.0001843684210526,149.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6779,185.0,1.4,0.0001843684210526,117.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6780,176.0,0.99,0.0001843684210526,51.8,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6781,209.0,2.2,0.0001843684210526,337.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6782,204.0,1.8,0.0001843684210526,255.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6783,231.0,2.2,0.0001843684210526,433.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6784,185.0,1.4,0.0001843684210526,141.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6785,225.0,1.8,0.0001843684210526,320.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6786,231.0,2.0,0.0001843684210526,374.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6788,200.0,1.5,0.0001843684210526,172.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6789,226.0,1.9,0.0001843684210526,348.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6791,190.0,1.3,0.0001843684210526,123.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6792,245.0,2.5,0.0001843684210526,620.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6793,247.0,2.8,0.0001843684210526,779.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6797,195.0,0.88,0.0003388888888888,76.2,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6798,171.0,0.8,0.0003388888888888,70.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6799,171.0,0.75,0.0003388888888888,72.5,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6800,171.0,0.76,0.0003388888888888,70.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6801,265.0,1.5,0.0003388888888888,257.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6802,241.0,1.1,0.0003388888888888,155.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6803,243.0,0.95,0.0003388888888888,110.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6804,273.0,1.6,0.0003388888888888,399.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6805,274.0,1.3,0.0003388888888888,295.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6806,270.0,1.4,0.0003388888888888,210.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6807,276.0,1.8,0.0003388888888888,391.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6808,261.0,0.97,0.0003388888888888,170.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6809,264.0,1.1,0.0003388888888888,217.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6810,277.0,1.5,0.0003388888888888,320.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6811,246.0,1.2,0.0003388888888888,187.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6812,242.0,1.4,0.0003388888888888,219.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6813,247.0,0.85,0.0003388888888888,140.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
6814,229.0,0.76,0.0003388888888888,118.0,False,"Williams and Rosgen, 1989","Williams and Rosgen, 1989"
0,1402.08,6.096,1.67e-05,7079.211648,True,Li et. al (2015),Li et. al (2015)
1,137.16,1.8288,0.000227,453.0695455,True,Li et. al (2015),Li et. al (2015)
2,146.304,1.524,0.000227,339.8021591,True,Li et. al (2015),Li et. al (2015)
3,102.108,5.1816,0.000137,396.4358523,True,Li et. al (2015),Li et. al (2015)
4,152.4,3.9624,0.00046,1132.673864,True,Li et. al (2015),Li et. al (2015)
5,25.67,2.38,0.00033,27.94,True,Li et. al (2015),Li et. al (2015)
6,41.20896,2.755392,0.0001,54.65151392,True,Li et. al (2015),Li et. al (2015)
7,213.36,4.572,0.00019,1415.84233,True,Li et. al (2015),Li et. al (2015)
8,13.716,2.16408,0.001,62.86339943,True,Li et. al (2015),Li et. al (2015)
9,205.74,6.4008,0.000328,2123.763494,True,Li et. al (2015),Li et. al (2015)
10,178.308,5.42544,0.000342,1359.208636,True,Li et. al (2015),Li et. al (2015)
11,40.0,5.0,0.000115,210.0,True,Li et. al (2015),Li et. al (2015)
12,982.98,4.8768,0.0001,7079.211648,True,Li et. al (2015),Li et. al (2015)
