,width,depth,slope,discharge,bankfull,source,site_id
274,70.0,1.64,0.0016,220.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
275,128.0,1.4,0.00083,179.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
276,9.0,0.43,0.015,8.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
280,143.0,1.12,0.00081,124.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
282,8.0,0.81,0.0039,13.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
286,24.0,1.62,0.002,46.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
289,80.0,1.37,0.0033,203.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
290,7.92489636673982,0.164592,0.003,0.396438,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
291,11.3,0.17,0.0011,0.43,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
296,8.8,0.7,0.036,18.8,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
299,94.0,1.58,0.004,367.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
311,166.0,2.4,0.00081,749.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
313,26.0,0.46,0.0019,9.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
315,17.0,0.46,0.016,5.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
317,31.6,0.28,0.0115,4.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
319,47.0,0.97,0.0014,85.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
324,6.0,0.45,0.0108,3.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
325,43.0,2.04,0.0036,212.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
330,106.0,0.97,0.0025,143.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
333,27.0,1.58,0.0005099999999999,42.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
337,12.0,0.43,0.0059,4.66,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
340,48.0,1.09,0.0057,155.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
345,3.4,0.19,0.0579999999999999,0.57,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
350,49.0,1.4,0.0038,169.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
352,59.0,1.28,0.0021,186.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
356,14.6,1.14,0.0007,17.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
357,123.0,1.09,0.00044,91.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
359,146.0,5.94,0.00055,2662.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
364,123.0,1.37,0.0009199999999999,186.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
367,35.0,0.73,0.0077,52.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
368,31.0,1.24,0.0032,65.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
369,12.5,0.25,0.0025,1.93,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
370,32.9,0.34,0.0116,7.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
372,62.0,1.03,0.0038,181.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
375,19.7,0.4029999999999999,0.0166,7.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
377,160.0,1.58,0.0012,481.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
379,14.6,0.9,0.0007,12.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
380,33.1,0.34,0.0037,12.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
381,23.3,0.401,0.0081,7.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
382,61.0,1.0,0.0033,79.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
383,55.0,0.94,0.0019,68.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
385,14.2,0.359,0.0189,4.28,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
386,8.229700073152891,0.21336,0.003,0.736242,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
388,14.6,0.47,0.0007,4.65,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
389,88.0,0.64,0.0012,45.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
390,9.0,0.52,0.017,7.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
391,26.0,0.88,0.0036,28.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
392,51.0,1.15,0.0054,121.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
393,59.0,4.19,0.0007,550.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
394,73.0,0.7,0.0016,31.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
395,45.0,0.76,0.0038,65.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
396,64.3292682926829,0.53459336492891,0.0005,14.25,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
398,14.6,0.71,0.0007,8.38,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
399,14.6,0.35,0.0007,2.84,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
400,14.6,1.18,0.0007,18.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
401,14.6,1.18,0.0007,18.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
404,10.5,0.43,0.006,5.93,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
405,14.6,0.76,0.0007,9.64,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
406,197.0,5.15,0.0001,2265.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
407,29.0,2.49,0.0042,275.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
409,7.62009266032675,0.231648,0.016,1.614069,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
413,22.2,0.331,0.0081,4.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
415,39.0,2.64,0.0009,157.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
416,8.4,0.32,0.004,0.95,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
418,14.6,0.43,0.0007,3.93,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
420,78.0,1.24,0.0033,166.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
421,14.6,0.85,0.0007,10.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
422,14.6,0.42,0.0007,3.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
423,111.0,2.28,0.00035,350.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
424,14.6,1.0,0.0007,14.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
426,274.0,5.18,0.00052,3395.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
428,34.0,0.84,0.0058,49.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
431,63.0,0.88,0.004,80.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
432,14.6,0.91,0.0007,12.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
433,113.0,1.37,0.0063,428.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
434,14.6,1.14,0.0007,17.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
435,14.6,0.78,0.0007,10.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
436,14.6,0.59,0.0007,7.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
443,26.0,0.39,0.0059,9.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
445,21.9,0.36,0.0012,4.93,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
450,40.0,0.85,0.0054,48.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
452,14.6,0.72,0.0007,8.48,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
453,32.0043891733723,0.810768,0.005,52.95279,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
454,14.6,1.27,0.0007,21.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
458,41.0,0.82,0.0077,101.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
460,9.0,0.64,0.0107,9.29,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
461,35.0,2.16,0.011,221.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
462,99.0,2.8,0.00094,679.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
463,29.0,1.63,0.0014,81.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
466,31.0,1.21,0.0036,62.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
468,14.6,0.95,0.0007,13.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
471,14.6,0.96,0.0007,13.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
472,14.6,1.11,0.0007,17.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
473,30.0,1.79,0.0005,79.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
476,14.6,1.3,0.0007,21.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
477,53.0487804878049,0.4835172413793099,0.00406,16.28,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
478,75.0,0.97,0.0019,118.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
480,14.6,1.59,0.0007,29.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
482,87.0,1.98,0.00159,354.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
483,11.9,0.49,0.0049,6.99,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
487,17.0,1.78,0.0044,64.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
488,14.6,1.51,0.0007,26.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
493,14.0209704950012,0.469392,0.017,6.059838,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
494,50.0,1.18,0.0041,161.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
495,18.3,0.305,0.0171,3.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
496,53.0,1.63,0.0018,167.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
497,174.0,3.23,0.00081,1358.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
498,59.1,0.59,0.00108,34.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
499,10.6,0.82,0.00392,14.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
500,6.1,0.69,0.0009699999999999,1.61,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
503,54.9,0.71,0.00036,15.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
505,10.4,0.27,0.0017,1.95,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
506,14.6,1.27,0.0007,20.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
507,14.6,1.27,0.0007,20.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
510,14.6,0.99,0.0007,14.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
511,14.6,0.88,0.0007,12.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
512,2.57,0.367,0.011,1.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
513,2.57,0.367,0.011,1.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
517,93.3,0.8,0.00077,73.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
518,271.0,4.2,0.00052,2405.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
519,14.6,0.74,0.0007,10.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
520,35.1,0.77,0.00134,24.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
521,36.0,1.37,0.0008,65.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
523,77.0,1.49,0.0037,277.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
526,14.6,1.12,0.0007,17.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
527,15.3658536585366,0.8108888888888891,0.00058,9.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
528,14.6,0.44,0.0007,4.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
529,14.6,1.52,0.0007,27.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
530,358.0,4.3,0.00056,2214.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
531,20.1,1.11,0.00271,46.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
532,67.0,0.6,0.0017,38.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
533,14.6,1.35,0.0007,22.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
536,30.785174347720105,0.3688079999999999,0.003,5.776668,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
538,14.6,1.29,0.0007,21.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
539,11.6,0.67,0.00182,8.44,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
541,104.0,1.43,0.002,314.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
543,61.0,1.17,0.0041,127.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
547,2.57,0.4429999999999999,0.011,1.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
548,2.57,0.4429999999999999,0.011,1.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
549,191.0,2.59,0.0009199999999999,905.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
550,14.6,1.48,0.0007,27.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
551,16.3414634146341,0.938716417910448,0.00066,12.18,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
552,14.6,1.38,0.0007,24.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
553,14.6,1.38,0.0007,24.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
554,14.6,0.93,0.0007,13.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
559,475.0,5.36,0.00074,6933.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
560,45.42682926829271,1.18278120805369,0.00081,51.83,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
561,11.7682926829268,0.47840414507772,0.0013,3.96,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
563,469.0,6.91,0.00022,8206.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
564,2.57,0.41,0.011,1.37,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
565,28.7,2.33,0.0016699999999999,172.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
566,17.5,0.65,0.00356,20.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
567,36.8,1.05,0.00517,88.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
569,14.6,1.13,0.0007,17.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
570,29.3,1.04,0.00649,60.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
571,16.5,1.1,0.026,54.7,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
572,15.0,0.73,0.0106,25.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
573,19.0,2.47,0.0014,66.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
574,25.060975609756103,1.2054598540146,0.00313,29.74,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
576,881.0,8.1,4e-05,10895.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
577,18.3,0.82,0.00063,10.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
578,3.5,0.218,0.07,0.82,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
579,58.5365853658537,1.3798208333333302,0.00052,77.88,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
580,14.6,1.16,0.0007,18.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
581,32.2,1.44,0.00382,95.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
582,58.5365853658537,1.969025,0.00061,119.23,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
583,17.7,0.86,0.004,24.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
584,13.9024390243902,0.7085087719298241,0.01026,11.87,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
585,26.8292682926829,1.16067272727273,0.00242,30.02,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
586,17.164634146341502,1.0236163410302,0.0005,15.35,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
587,14.6,1.41,0.0007,24.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
588,194.0,2.83,0.0009199999999999,1075.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
590,21.1,0.96,0.00344,24.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
591,14.6,1.05,0.0007,15.7,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
592,2.57,0.498,0.0105,2.02,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
593,13.2317073170732,0.445142857142857,0.01015,4.79,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
594,14.6,1.03,0.0007,15.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
596,13.9024390243902,0.433017543859649,0.0110599999999999,2.78,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
597,43.0,1.06,0.0059,124.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
598,14.6,1.34,0.0007,21.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
599,14.6,1.47,0.0007,26.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
600,165.0,2.07,0.0012,792.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
601,333.0,4.64,0.00026,2280.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
602,2.57,0.446,0.011,1.62,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
603,12.6524390243902,0.48449156626506,0.01068,6.83,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
605,19.2,0.4,0.0036,6.09,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
607,83.2317073170732,1.4740776556776598,0.00072,109.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
608,130.0,1.9,0.0018,595.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
610,14.6,1.01,0.0007,14.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
612,14.6,0.84,0.0007,11.2,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
613,111.0,2.22,0.0012,549.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
614,32.9268292682927,1.09515555555556,0.00203,52.11,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
616,311.0,4.63,0.00047,2890.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
617,14.6,0.72,0.0007,8.65,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
619,231.0,2.52,0.00047,736.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
621,2.57,0.598,0.0095,2.91,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
622,14.6,0.95,0.0007,13.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
623,29.0,1.22,0.0001699999999999,9.94,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
624,14.6,1.33,0.0007,22.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
625,2.57,0.5920000000000001,0.0095,2.85,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
626,33.231707317073194,1.26144587155963,0.0013,56.36,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
627,9.20731707317073,0.5778013245033111,0.00223,4.11,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
628,14.6,1.42,0.0007,26.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
629,29.3,1.4,0.00654,107.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
631,14.6,1.0,0.0007,14.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
632,14.6,0.33,0.0007,2.61,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
634,32.0,1.27,0.00016,15.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
635,26.0,0.91,0.0067,37.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
636,44.0,0.79,0.0035,53.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
637,44.0,0.79,0.0035,53.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
638,2.57,0.431,0.011,1.51,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
639,14.6,1.33,0.0007,22.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
640,14.6,1.33,0.0007,22.4,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
641,13.262195121951198,0.6092505747126441,0.00985,10.05,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
642,2.57,0.599,0.0095,2.92,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
643,2.57,0.386,0.011,1.21,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
644,2.57,0.386,0.011,1.21,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
645,124.390243902439,2.0176019607843103,0.00093,385.16,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
646,43.6,1.47,0.00461,180.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
647,121.951219512195,1.82163,0.0009,303.03,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
648,14.6,1.09,0.0007,16.6,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
649,2.57,0.449,0.011,1.64,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
650,73.0,1.64,0.0049,311.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
651,95.0,2.37,0.0026,481.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
652,15.9146341463415,0.9111111111111108,0.01097,23.56,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
653,15.7926829268293,0.859258687258687,0.00063,10.48,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
654,187.0,2.2,0.00031,850.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
655,14.6,2.01,0.0007,41.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
656,23.75,0.861052631578947,0.006,29.74,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
657,10.3,0.355,0.0143,2.05,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
658,14.6,1.25,0.0007,20.5,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
659,20.0,0.58,0.0032,17.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
660,47.86585365853661,2.23311592356688,0.00088,174.74,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
661,21.6,1.46,0.00226,68.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
663,11.0975609756098,0.862351648351648,0.00316,14.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
664,2.57,0.4,0.011,1.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
665,2.57,0.4,0.011,1.3,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
666,7.675,0.4,0.02034,3.91,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
667,57.8,2.69,0.00146,237.0,True,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
668,33.5365853658537,1.15575272727273,0.00195,59.47,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
669,11.0670731707317,0.8565950413223141,0.00275,14.64,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
670,2.57,0.501,0.0104,2.04,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
671,2.57,0.501,0.0104,2.04,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
672,14.6,1.4,0.0007,24.8,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
673,48.4756097560976,2.60770314465409,0.0008,234.49,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
677,475.0,4.99,0.00074,6084.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
678,126.0,2.37,0.0016,509.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
679,34.7560975609756,1.4173052631578895,0.00196,81.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
680,46.0,1.06,0.0041,110.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
681,11.1280487804878,0.8689753424657529,0.00312,14.64,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
682,14.6,0.48,0.0007,5.34,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
683,26.341463414634102,0.959703703703704,0.0065099999999999,41.06,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
684,14.6,0.75,0.0007,10.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
685,14.6,0.75,0.0007,10.1,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
686,582.0,4.55,0.0004,6478.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
688,41.0,1.43,0.00059,77.0,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
689,14.6,1.31,0.0007,20.9,False,"Rickenmann and Recking, 2011","Rickenmann and Recking, 2011"
