,width,depth,velocity,d50,d84,slope,discharge,river_class,bankfull,source,DOI,primary_source,site_id,notes,area,sed_discharge,d90,bedload_discharge,erosion_rate
96,6.0,0.3,0.41,0.03666,0.080652,0.0038,0.82,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
97,3.6,0.5,2.5,0.112,0.315,0.04,5.0,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Wohl & Wilcox,Wohl & Wilcox,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
98,2.69,0.19,0.6,0.02,0.09,0.017,0.34,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,David & wohl,East Saint Louis Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
99,0.94,0.08,0.24,0.03,0.09,0.163,0.02,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,David & wohl,Fool Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
100,14.4,0.7,2.9,0.27,0.68,0.05,32.3,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Wohl & Wilcox,Wohl & Wilcox,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
101,1.57,0.1,0.29,0.03,0.08,0.06,0.05,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,David & wohl,Fool Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
102,61.4,2.79,2.41,0.025,0.055,0.00218,453.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Griffiths,Griffiths,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
103,6.0,0.3,1.74,0.043,0.09459999999999999,0.026000000000000002,3.4,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
104,7.8,0.9,3.6,0.17,0.435,0.054000000000000006,27.4,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Wohl & Wilcox,Wohl & Wilcox,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
105,6.65,0.15,0.09,0.13,0.46,0.034,0.09699999999999999,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
106,4.0,0.41,3.5,0.03,0.066,0.0237,6.2,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
107,2.65,0.15,0.42,0.02,0.09,0.023,0.18,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,David & wohl,East Saint Louis Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
108,5.1,0.09,0.17,0.11,0.3,0.075,0.084,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
109,14.6,0.91,0.91,0.0013,0.013,0.0007,13.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Leopold and Emmett,East-Fork 79,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
110,2.0,0.37,2.4,0.034,0.07479999999999999,0.0755,1.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
111,18.0,0.37,0.43,0.128,0.2816,0.0018,3.06,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
112,28.0,0.39,0.6,0.031,0.0682,0.0038,7.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
113,5.85,0.09,0.16,0.105,0.22,0.017,0.09,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
114,5.75,0.08,0.11,0.155,0.385,0.023,0.054000000000000006,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
115,68.0,1.23,1.83,0.014,0.0308,0.0017,163.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
116,200.0,2.22,0.88,0.057,0.1254,0.00056,416.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
117,8.0,0.49,1.08,0.091,0.2002,0.0206,4.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
118,5.0,0.1,0.16,0.11,0.3,0.075,0.085,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
119,6.0,0.13,0.14,0.12,0.26,0.019,0.11599999999999999,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Frosst Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
120,10.3,0.5,1.3,0.24,0.535,0.17,7.1,0.0,True,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Wohl & Wilcox,Wohl & Wilcox,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
121,6.0,0.39,1.29,0.061,0.13419999999999999,0.01,3.2,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
122,4.0,0.08,0.23,0.13,0.26,0.028999999999999998,0.078,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
123,7.0,0.44,2.3,0.12,0.264,0.0416,7.5,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
124,13.0,0.66,1.2,0.06,0.132,0.0042,10.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
125,2.0,0.04,0.71,0.0016,0.00352,0.032,0.06,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
126,4.0,0.52,1.6,0.046,0.1012,0.0307,3.51,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
127,2.9,0.07,0.22,0.11,0.2,0.035,0.047,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
128,5.0,0.65,0.79,0.033,0.0726,0.0023,2.7,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
129,13.8,0.14,0.1,0.18,0.42,0.035,0.203,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Liumchen Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
130,4.25,0.11,0.11,0.155,0.385,0.023,0.054000000000000006,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
131,5.35,0.12,0.27,0.12,0.26,0.019,0.182,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Frosst Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
132,6.0,0.14,0.11,0.105,0.22,0.017,0.09699999999999999,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
133,5.0,0.09,0.18,0.13,0.26,0.028999999999999998,0.085,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
134,5.6,0.08,0.33,0.11,0.2,0.025,0.155,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
135,20.0,1.29,1.48,0.064,0.1408,0.0028,40.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
136,4.9,0.08,0.19,0.13,0.26,0.028999999999999998,0.078,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
137,59.0,0.54,0.57,0.115,0.253,0.0019,19.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
138,7.36,0.37,0.84,0.155,0.385,0.023,2.392,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
139,6.05,0.1,0.43,0.11,0.2,0.025,0.272,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
140,3.0,0.27,1.11,0.039,0.0858,0.019,0.94,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Colosimo et al (in Wargadalam),Colosimo et al (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
141,62.0,1.2,1.3,0.03,0.066,0.0019,101.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
142,71.0,2.5,1.5,0.086,0.18919999999999998,0.0012,278.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
143,4.65,0.15,0.25,0.12,0.26,0.019,0.182,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Frosst Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
144,89.0,0.82,0.67,0.048,0.1056,0.0012,51.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
145,3.7,0.1,0.14,0.155,0.385,0.023,0.054000000000000006,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
146,3.9,0.08,0.12,0.11,0.2,0.025,0.039,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
147,4.95,0.15,0.26,0.155,0.385,0.023,0.201,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
148,80.0,1.18,0.57,0.073,0.1606,0.0009400000000000001,56.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
149,4.9,0.09,0.17,0.11,0.3,0.075,0.078,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
150,8.45,0.12,0.31,0.11,0.2,0.035,0.327,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
151,9.0,0.14,0.19,0.18,0.42,0.035,0.249,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Liumchen Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
152,10.0,0.38,0.61,0.268,0.5896,0.035,2.41,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
153,5.0,0.31,1.18,0.024,0.0528,0.0061,1.9,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
154,6.5,0.14,0.31,0.12,0.26,0.019,0.293,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Frosst Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
155,7.1,0.18,0.35,0.11,0.2,0.035,0.46399999999999997,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
156,4.7,0.08,0.2,0.11,0.3,0.075,0.078,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Borden Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
157,10.95,0.18,0.25,0.18,0.42,0.035,0.511,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Liumchen Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
158,13.0,0.27,0.55,0.177,0.38939999999999997,0.024,2.0,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
159,7.05,0.15,0.38,0.11,0.2,0.025,0.41600000000000004,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
160,5.6,0.11,0.32,0.11,0.2,0.025,0.204,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
161,4.5,0.19,0.26,0.155,0.385,0.023,0.23,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
162,7.25,0.08,0.15,0.105,0.22,0.017,0.09,-1.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Reid & Hickin,Chpmunk Creek,"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
163,24.0,0.76,1.5,0.03,0.066,0.004,28.3,0.0,False,"Rickenmann and Recking, 2011",https://doi.org/10.1029/2010WR009793,Church & Rood (in Wargadalam),Church & Rood (in Wargadalam),"Removed data associated with Ryan, 2002 and Williams, 1989 because I got that data from the original source.",,,,,
